course_id,course_title,url,is_paid,level,subject,language,img
592338,Forex Trading Secrets of the Pros With Amazon's AWS,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
975046,Trading Options With Money Flow,https://www.udemy.com/trading-options-using-money-flow/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
742602,Financial Management Risk and Return For Securities,https://www.udemy.com/risk-and-return-finance/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,https://www.udemy.com/the-complete-trading-course/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
504036,Short Selling: Learn To Sell Stocks Before The Fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
719698,Basic Technical Analysis: Learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1242604,Winning Forex Trading with Live Forex Trading Examples,https://www.udemy.com/forexmacross/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
798740,Forex Traders  Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1020760,Introduction to Accounting : Mastering Financial Statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,https://www.udemy.com/ethereum/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
831066,Learn MQL5: Build an 8Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
308690,Forex Trading AZ™  With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1154754,Financial Modeling for Startups & Small Businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
627540,Options Trading  How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,https://www.udemy.com/cryptocurrency-trading/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1214702,Three Steps Trading  Live Trading  Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
848664,Option Trading for Rookies:  Understand Options Completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1142570,How I Learned Stock Trading (and How You Can Too),https://www.udemy.com/best-stock-traders/,TRUE,Expert Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
411168,Trading Inside Bars  Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1151092,Options Trading  Calendar Spread Course for Every Trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,TRUE,Intermediate LevelLevel,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
1239068,How to Buy Cheap Options  Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,TRUE,Beginner Level,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,TRUE,All Levels,Business Finance,English,https://as1.ftcdn.net/v2/jpg/02/74/81/50/1000_F_274815082_I6ahV1Ujz7w0IUzpvncCwFW2m2h9b4Jk.jpg
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,TRUE,All Levels,Business Finance,English,https://getblogo.com/wp-content/uploads/2020/06/1-8.jpg
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,TRUE,All Levels,Business Finance,English,https://getblogo.com/wp-content/uploads/2020/06/1-8.jpg
43319,Options Trading Basics (3Course Bundle),https://www.udemy.com/learn-options-trading-courses/,TRUE,Beginner Level,Business Finance,English,https://getblogo.com/wp-content/uploads/2020/06/1-8.jpg
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,TRUE,All Levels,Business Finance,English,https://getblogo.com/wp-content/uploads/2020/06/1-8.jpg
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,TRUE,All Levels,Business Finance,English,https://getblogo.com/wp-content/uploads/2020/06/1-8.jpg
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1122792,The Almost Perfect Options Trading Strategy System  Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
709500,Forex Trading   Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1005658,Trading for Beginners  Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1057242,Learn How to Set Up an Incubator Hedge Fund  StepbyStep,https://www.udemy.com/hedge-fund-startup/,TRUE,Expert Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
284118,VPS for Forex Trading  Protect Your Forex Robots,https://www.udemy.com/forex-vps/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
796450,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
502772,The Complete Value Investing Course: A Proven Approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1062092,Emini ES Futures  Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
891484,Forex Trading  Advanced Fundamental Analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,TRUE,Intermediate LevelLevel,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
474928,Intermediate Options trading concepts for Stocks and Options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1148774,Options Trading 101: The Basics,https://www.udemy.com/options-trading-101-the-basics/,FALSE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
959144,Practical Accounts APP Overview,https://www.udemy.com/practical-accounts-app-overview/,TRUE,Intermediate LevelLevel,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
1233350,Bitcoin Profits for Beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,TRUE,All Levels,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
724062,Financial Statements Basics,https://www.udemy.com/financial-statements-basics/,TRUE,Beginner Level,Business Finance,English,https://cdn.elearningindustry.com/wp-content/uploads/2020/10/4-tips-for-developing-an-effective-elearning-program.jpg
